카테고리,채널명,채널ID,설명,구독자 수,영상 수,총 조회수
몰카 채널,몰카채널,UCNCpc8mQDbqYlX2NUlIrU7A,,11,0,0
몰카 채널,몰카채널,UCim1E59wcJ96AdQ-IeZCghg,,121,5,388453
몰카 채널,동네놈들,UCIuFnJrRwHEUcIVtozJnUGA,"🤡 ""동네놈들"" 개그맨 안진호 & 최부기 🤡

방송.행사.섭외.광고 및 각종 문의
『 hood_boyz@naver.com 』

동네놈들 사서함
『 서울특별시 용산구 이태원로 200, 4층(이태원동, 제니타스빌딩) 콜랩코리아 』
",1610000,708,529792159
몰카 채널,몰카,UCSLk0JckmPX9jZTvqQdLPIA,,0,4,17
몰카 채널,이경민의 풀영상,UCmUZd7y5B8uCBuX-uQrBgJw,문의 : creators@iambrand.co.kr,18700,1791,23606158
몰카 채널,면상들,UCEUL40nXJFCBv9z3Q1V6YMQ,"SBS 16기 개그맨 #이선민 #조훈 이 세상 모든 사람들에게 유쾌한 웃음을 드리기위해 만든 종합 코미디 채널입니다. 우리 다 함께 웃어요~~!!
The channel is a comprehensive comedy channel created by two South Korean comedians. We want everyone in the world to laugh because of us.

광고 / 행사 / 협찬 / 섭외 문의는  -  msd@metacomedy.net  으로 연락주세요

개그맨 이선민 페이스북 www.facebook.com/leerkrtks   인스타그램 : leerkrtks
개그맨 조    훈 페이스북 www.facebook.com/1st_jo_hoon   인스타그램 : 1st_jo_hoon",410000,522,198437041
몰카 채널,채널주인 여깄음,UC9kUsuu1Giqa9V855EWa7-A,한번 웃겨 볼게요,399000,459,259722310
몰카 채널,몰카,UCdu-4uefE9wwRIzDPSOvn-w,"몰카의  일상입니다  많이봐주세요
",0,3,69
몰카 채널,당황TV,UCivkx6YelDqDz25bxVUPF6A,광고&행사  rormaos777@gmail.com,264000,761,178372814
몰카 채널,몰카 채널찡구의,UCF-tTRmQowDsw0ILUDuDZzA,몰카를 정해주세요,7,3,281
웃긴 영상,1분웃긴영상,UCv-rGaxa1DnosKMLdsK4Otw,배꼽 빠지게 웃긴 채널 🤣,9120,15,21339643
웃긴 영상,웃긴영상's,UCbROFe3LrMVOJCoZl0HCvfQ,"




SGGBRS@AICOMPANY
",62800,43,71792287
웃긴 영상,웃긴영상,UCsl7TYqB7GCrb2SOuS-1q-A,"웃긴영상 재밌는 숏츠 매일매일 업로드 됩니다.
",2,3,13229
웃긴 영상,웃긴영상,UCvEMEaGBcZLA0v6ZH3aqhWg,"여러분이 흥미 있어 할 재밌는 영상, 애니 관련 영상, 신기한 영상, 소름 끼치는 영상, TOP 랭킹 등을 올립니다.

채널명이 웃긴 영상이지만 웃긴것만 올리는건 아닙니다. (닉값못함)

* 구독 후 구독 버튼 옆에 있는 종을 눌러보세요! 알림 받기 설정하시면 동영상이 올라오자마자 바로 영상을 볼 수 있습니다
* 물타기성 댓글 혹은 이유 없는 비난, 욕설 댓글들은 자제해주세요
* 소스코드 or 공유로 퍼가시는건 OK 그 외 방법은 안됩니다",277000,127,167984799
웃긴 영상,웃긴영상,UCoBxQfmPbh-biL16GhKVFNQ,,0,1,29
웃긴 영상,웃긴영상재밌는인생,UCKlr3D1cuNimW-wf2FWgf2A,웃긴영상 웃긴동영상모음 웃긴동영상,0,3,131
웃긴 영상,웃긴동영상,UCP-TEsfcU8EDqAw_L_eThDg,,3880,28,1530793
웃긴 영상,웃긴영상,UCX9xuNiExbeGOsjqPkVl79Q,,3,9,2295
웃긴 영상,일본웃긴영상@쿠우마마,UCn6qZqvwDGuWLlv3aaDdGrA,"🌈모든 영상은 직접 번역해서 업로드합니다(의역)
🦄日本の面白い動画を紹介するチャンネルです🇰🇷🇯🇵


QYR0DU@AICOMPANY
",50,46,129374
웃긴 영상,웃긴영상,UChOol2B_lyHDt9mVokcZBdQ,"여러분이 흥미 있어 할 재밌는영상, 레전드영상, 신기한영상, 소름 끼치는영상, TOP 랭킹 등을 올립니다.

채널명이 웃긴 영상이지만 웃긴것만 올리는건 아닙니다 모두가 보고 넘어갈 수 있는 그런 채널

I post fun videos, legendary videos, interesting videos, creepy videos, TOP rankings, etc. that you will be interested in.

The channel name is funny, but it's not just funny. It's a channel that everyone can watch and move on

* 구독 후 구독 버튼 옆에 있는 종을 눌러보세요! 알림 받기 설정하시면 동영상이 올라오자마자 바로 영상을 볼 수 있습니다
* #웃긴영상 #shorts #funny 

",0,1,2530
웃긴 영상,웃긴영상,UCfzoUjtXA9SXjlJbIdX9RkQ,,0,11,15
웃긴 영상,웃긴영상,UCx2a-PUFEb5OpNHyndnoEcw,,1,1,93
웃긴 영상,웃긴영상모음,UCGBLBn1lDre1Bl0Hu6M8wpg,,0,1,3
웃긴 영상,웃긴영상2017,UC1uYt0YyP-ukXe1JTB7LcOg,웃긴영상 유튜브 채널입니다,1,46,407
웃긴 영상,웃긴영상,UCbcEOPHODNXjK4yssuS2cwQ,,0,2,376
웃긴 영상,웃긴영상,UCVOlTGxO7-Ea-dyuVjKkiFw,,4200,51,455930
웃긴 영상,냅북밈,UCnabQDqOKwzQyv8ZH5ShKmw,"외국 밈들과 웃긴영상을 올리는 채널입니다

( 냅북밈 채널은 수익을 창출하지 않습니다 )
",40600,29,16200495
웃긴 영상,웃긴 영상,UCwiUxHuisCXYa-pPmQUWCPw,,10,7,49461
웃긴 영상,연변웃긴영상,UC8zoBGgW-hpRWIVWQatmnPw,,129,118,100554
웃긴 영상,김서진 웃긴 영상  ,UCsIpQ2ZA4V72mH0EmKl0y3w,200명가자,155,622,78964
웃긴 영상,웃긴영상,UCG3oNulgPaHhHE9f62qJBSw,,2,5,693
웃긴 영상,웃긴영상 모음집,UCUhAJyWZCKmM8Fd2pjc_5CQ,,0,1,22
웃긴 영상,웃긴영상모음zip,UC5zqEwutW2Bc5HTzELLpJIw,😂Funny Video😂,0,5,15
웃긴 영상,웃긴영상,UCTcMLuqRLQTn1mKp1-TW5ug,각박한 세상 속 웃음 충전소,2,8,1944
웃긴 영상,웃긴영상,UCtJL_HMkkZvGOlbzY-hfNeQ,,0,0,0
웃긴 영상,웃긴 영상,UCI3jWLslomMx2CkCuS2yQag,,0,3,13
웃긴 영상,nara의 신기하고 웃긴 영상,UCm-ZMn6EaqAGIb7fZoyvspA,"귀엽고 신기하고 재미있는 아이템만 모았다!
보고 있으면 시간 순삭!
",0,3,103
웃긴 영상,웃긴 영상 모음,UCsd0psxv0Gsl1zzX0Bu-shQ,,0,1,106
웃긴 영상,진짜웃긴영상,UC-psXhaBK2quZh57WQfbd7A,"진짜 웃긴 영상만 모아서 보여 드립니다. 
행복해서 웃기 전에, 웃어서 행복해지자!",759,5,769285
웃긴 영상,웃긴영상모음,UC6Fv1HLPfJD_-zi4eCH15sQ,,2,8,74
웃긴 영상,웃긴영상 레전드,UCtYbH_2TJOZX7_dPSz56s6w,"🎉 웃음이 필요할 때? 여기가 바로 레전드 영상의 성지!
매일 새로운 웃긴 영상, 레전드급 유머 모음을 통해 스트레스를 날려보세요! 
저희 채널은 전 세계에서 가장 재미있고 유쾌한 순간들만을 엄선하여 제공하고 있습니다. 😄

🔔 구독하고 웃음을 놓치지 마세요!
좋아요와 댓글로 여러분의 웃음 포인트를 공유해주세요! 여러분의 응원이 더 많은 웃음을 만들 수 있습니다.

#웃긴영상 #레전드유머 #유머모음 #배꼽빠지는영상 #웃음폭탄 #유머클립 #코미디 #웃음충전 #재미있는영상
0BDG2Z@AICOMPANY
",1,1,527
웃긴 영상,미국유머갤러리,UCx2jd9nG2OaC3C3-KJ-EVww,미국의 밈과 웃긴영상들을 올리는 채널입니다,58900,53,18936951
웃긴 영상,두뇌 폭발,UCx16Xw3bTJm4w4Z_8-kp9Rw,"안녕하세요 두뇌폭발입니다. 😊😝
매일 저녁 9시에 업로드 됩니다! 
두뇌폭발과 함께 365일 재밌게!

---------------------------------------------

😊 두뇌폭발 생명 연장 링크 😊

쿠팡 오늘의 특가 보기! - https://link.coupang.com/a/b8k5DO

링크 클릭 후 구매하면, 더 미친 콘텐츠로 보답하겠습니다!

이 포스팅은 쿠팡 파트너스 활동의 일환으로 이에 따른 일정액의 수수료를 제공 받습니다.

#밈 #웃긴영상 #실수영상 #웃음참기 #동물영상
",20600,92,9593611
웃긴 영상,웃긴영상-모음,UCCrvt_CdEJmN02jhCCD9WMQ,,4,7,646
웃긴 영상,웃긴영상,UCIuiSEtAqDEq6o6bb8dtfwA,,5,7,8266
꿀잼 유튜버,꿀잼유튜브민준TVMinjun,UCXjI6ov6jj-UB_naZnoeqLQ,,16,6,1093
꿀잼 유튜버,꿀잼TV,UC0JRAC9CgJN9lJBZWObA1YA,이소윤의 일상생활입니다.,152,60,63943
꿀잼 유튜버,꿀잼유튜브,UC5WTT4Vl8nTx3V0kZMb6-pg,"구독좋아요ㄱㄱ 꿀잼유튜브는꾸르잼
댓글도ㄱㄱ",14,0,0
꿀잼 유튜버,유튜브꿀잼,UCEXdxVtkW08fc1bZFredBlA,,0,2,7
꿀잼 유튜버,유튜브꿀잼,UCcZxE0kTCOFA1aX9PJ9IZ4Q,,0,1,51
꿀잼 유튜버,서언이 에 꿀잼 유튜버,UCq_Kdea7f91djux6HbTR0Qg,,13,64,17220
꿀잼 유튜버,유튜브꿀잼,UClK6_n5XvzK2lrSzkSnA18g,,1,12,53
꿀잼 유튜버,유튜브꿀잼,UC-03R-4EoTAHBxVBjS_wu7w,,14,0,0
꿀잼 유튜버,꿀잼유튜브,UCnGeWqXahC2dLfFwWyTsSuA,꿀잼,2,1,75
꿀잼 유튜버,꿀잼youtube,UCRK6ZBgSzVO4161jtQuwOBQ,"안녕하세요~
youtube꿀잼입니다.
저에게 구독과좋아요는 큰힘이됩니다.
댓글로 게임추전 조언같은 것 많이해주세요",34,5,611
꿀잼 유튜버,꿀잼 보장 쇼츠,UCa2RHWYOa6-PQZv1FKrP43w,NR8U1U@AICOMPANY,97,7,424247
꿀잼 유튜버,핵꿀잼,UCuF6LhC_LJlNJxpuEgn3zjg,"핵꿀잼 보장 해드립니다🔥

영상 수익 창출 X

채널 협업 및 문의 : moyeongse@gmail.com
",240000,3241,1553075211
꿀잼 유튜버,꿀잼youtube,UCJI54o-QP6cuASG7Z8HULDg,"모바일게임 유튜버 꿀잼입니다.

",63,0,0
꿀잼 유튜버,꿀잼유튜브,UC19H-35ogPo5myjdcYzH96g,,5,1,56
꿀잼 유튜버,꿀잼YouTube,UC1P-NwAJwtSwbae-Y-vz_nA,맴버는 스타즈라는 닉네임이 이승 발 공탱이라는 닉네임이 하승 입니다,1,1,5
꿀잼 유튜버,장지민의꿀잼유튜브,UCpMrhoub970CbPpHHqMosLg,"장지민 유튜브 하하하하하하             꿀잼~
입장료:구독좋아요입니다♡♡",26,30,2517
꿀잼 유튜버,꿀잼유비TV - 고품격 역사채널,UCobtmyeM419-56Q_D5f5JQQ,"학창시절 국사, 세계사 선생님 추억을 
소환해 드리겠습니다. 딱딱하고 정형화 된 정보전달이 아닌 스토리가 있는 재밌고 머리에 쏙쏙넣어주는 고품격 역사채널 꿀잼유비Tv !!!",5400,77,621324
꿀잼 유튜버,꿀잼YouTube**,UCX87r0T_GJAozpGR1YUVOmg,꿀잼이다,4,1,47
꿀잼 유튜버,유튜브꿀잼,UCWlCGGqLz8CuUkjNmVj_nSA,,0,1,5
꿀잼 유튜버,유튜브 꿀잼,UCTBC_PgCu5640OLfS9dIMVg,행복한 하루되세요^~^,3,5,35
꿀잼 유튜버,꿀잼유튜브,UCEr_7YcNzHVNgJyj892i-iA,,3,1,41
꿀잼 유튜버,YouTube꿀잼,UCbuq0EFbXOJz57e133CCKMA,"시청해 주셔서 감사합니다!! 꿀잼 YouTube는 주로 테러방송,게임방송을 찍습니다.시청하기 전에 좋아요,구독 1초동안 꾹 눌러주세요!!",0,1,8
꿀잼 유튜버,유튜브꿀잼,UCaL2ACjnyFtYsYuYv6uM8uw,,0,1,2
꿀잼 유튜버,꿀잼유튜브,UC4l0xgIVTGDxBHPrqvePxaw,,4,2,102
꿀잼 유튜버,꿀잼유튜브,UC_qu-uMkfapkZb0L-63VIGg,,3,27,2328
꿀잼 유튜버,유튜버꿀잼,UCplKdjOa6fPdNLhtiGpR4pg,"카트라이더
폰게임
올리는 채널",0,1,65
꿀잼 유튜버,꿀잼유튜브아일랜드,UC8NRvX-XSEQJv4ggZF6Ta6A,구독부탁합니다! 저는대부분쵸츠를 올림니다 악플들은 신고또는차단하겠습니다,845,313,321882
꿀잼 유튜버,꿀잼's Youtube,UCujYjo6xrTpgaQeJw6tvImg,,1,6,144
꿀잼 유튜버,youtube꿀잼,UCaq2I7tljw2oTnj_0SLsoQQ,ㅇ,0,7,6
꿀잼 유튜버,꿀잼보장유튜버,UCrIu6KM1BJsGTIHPKXO-ttQ,,0,1,33
꿀잼 유튜버,유튜브꿀잼,UCwKsXXBVnrwbpl6jetX3Zhg,손흥민 좋아하면 구독 아니면 좋아요 또는댓글,2,24,763
꿀잼 유튜버,유튜브꿀잼,UCbB20VGn2KgauWD9Il869Xg,,0,1,1
꿀잼 유튜버,Youtube꿀잼,UCjK240MCUWV6bmpOM5dYfLw,,0,5,160
꿀잼 유튜버,유튜브꿀잼,UCF6G9vlkMOAZPDqzctiJo3w,,0,1,182
꿀잼 유튜버,youtube꿀잼,UCxKqcCn32g0di1paoMdVx5g,,1,5,178
코믹 브이로그,이오,UCwRlma5q0jn4SQ1lh6BHivQ,클립 스튜디오 페인트 공식 에반젤리스트 | PC용 클튜만 다뤄요 | 버전 1.X 프로 | 수익 창출 X | 취미 그림러 | English OK,15200,128,1636844
코믹 브이로그,리무,UClwnFJ3ndWpThRUB7XHtXyQ,"Instargram | li.kic
Twitter | 1imu0",15,2,3949
코믹 브이로그,유자,UCdmy5uGa9ISiqpWRViEWdbQ,취미로 코스프레하고 취미로 유튜브 영상 올리는 코스어 유자입니다^^7,4,1,77
코믹 브이로그,체리,UCNZ_79R1Dg6OQcyURqsxkEQ,무대러코스어,11,2,765
코믹 브이로그,삐 Cosplay,UCWyA8GA9FcM50pr8qpya1-A,"쫌쫌따리 코스프레 일기 :*:･｡,☆ﾟ’･:*:･｡,

Twitter @p_phewcos
Tiktok @p_phewcos",51,8,2098
코믹 브이로그,유강,UCtAxCztWMK0B0Z46Eqr0QMw,브이로그 찍고 춤추고 하는 채널💕,8,2,908
코믹 브이로그,라미🍁,UC63ESB2EEhcI9J9hAh8NzPw,,12,1,565
코믹 브이로그,큐온 Qon,UCH0DPHfYGx_PVgWFiCJvbpg,"큐온의 일상, 여행 기록실",0,3,11
코믹 브이로그,김시니,UCf5CShMq5bbiYGeYJYioyuQ,https://linktr.ee/sini__kami_,273,8,26540
코믹 브이로그,rose,UCCv_OKqvA2CL2maZvRAQEQw,🫧🍧 twitter @_ro_rose,1680,25,170940
코믹 브이로그,삼색볼펜,UCpwDzesnDTj2EFVN01tXiww,서울코믹월드 318회 (토) 참가,8,3,674
코믹 브이로그,하이슬기 Hi Seulgi,UCQIUpdrt5UOD2ykffc1wjBA,"슬기의 다이어리 🎨
패션, 뷰티, 라이프스타일까지- 함께 만들어봐요

🎀 Instagram @hi_sseulgi
📩 비즈니스 문의  hisseulgi@episodegroup.kr

",653000,254,53722112
코믹 브이로그,인큐마,UC2VcTbE0DsnqvTxTyaoiHjQ,프세카&애니 위주 코스어,10,2,178
코믹 브이로그,호치,UCxMa5t8loKoyef7i_zGPHnw,,13,1,187
코믹 브이로그,밥,UCnwGD0RpZ2-3jorySIjy9WA,,15,3,442
코믹 브이로그,냥,UCcTasFXvrW0Cixg3jUorgNw,그냥 취미 기록용,129,5,3935
코믹 브이로그,SOBO,UCNY70MSmFo6CqHNynPe-hZw,"트위터 계정
@c0ss0b0",18,1,490
코믹 브이로그,jimi,UC8x5TuVobkUIvQLujz9zypQ,지미입니다 쥐미인데 지미로됨,297,2,360
코믹 브이로그,아소키,UCL0gwntNPUV28SOVSQgRJAw,,17,2,746
코믹 브이로그,재재,UCIlu_-mVy25-0F2lARUpDbw,cosplayer,42,2,1426
코믹 브이로그,엠M,UCH4oYJjhpTl9k-6kIS0RQeQ,기록용,206,9,17138
코믹 브이로그,쿠쟝,UC0JJzObn6zkEurycA4t0KMw,,7,1,1235
코믹 브이로그,나님_,UCJQtyx9x8kAXNfHiv7SDg2w,"✨개쌉초보코스어의 역사기록관✨

",5,1,217
코믹 브이로그,박태준만화회사,UCa8U-QfSIJBXydyMDbwQQ7g,"[✉️]
youtube@ptjcomics.com
",379000,218,132398816
코믹 브이로그,나낭,UCtiI6dWoqf5eBoVeFoVGDFw,뽀득뽀득,10,4,242
코믹 브이로그,9둘9기,UCrYJmygVJBYeWGgJRNDtHdg,,1,1,164
코믹 브이로그,저능팟,UCdpd8nFm8R6wa0rWDzqiodw,,13,2,294
코믹 브이로그,겸재,UCErS9MXKFnDxDOpa_YQcVrw,,209,7,19814
코믹 브이로그,으니의#Vlog,UCpJ3x4j0tc3FwruqBK3KvkQ,브이로그 영상을 올리는 으니라고 해요!잘부탁드립니다!!,3,1,95
코믹 브이로그,화양,UC4FmnPR8P-XOUWGT8jEnMIA,twitter - hwa_wwwya,8,2,240
코믹 브이로그,은소 📷,UC4h5eUJwuLpZ6jXogODI-Gg,"트위터 eunso144491
오직 재미만을 추구하는 미친 채널",251,18,91688
코믹 브이로그,레이,UCOtdPkXwQmbjkA35RN2NFEQ,[코스어]레이입니다 잘 부탁드립니다,92,2,2768
코믹 브이로그,젠 -Vlog,UCqh1jgZdwcpbNveLWoCQzEg,,7,5,496
코믹 브이로그,미오,UC8QIapwUPpU3_ggM2BjT-pQ,"X / mioocos 
E-mail / mioocos00@gmail.com",16,1,649
코믹 브이로그,슈이 v-log,UCqLdCIv2oXCGoSOZ4WOx4BA,안무 기록용+브이로그,167,16,10300
유머 콘텐츠,썰먹,UCG8BJultOXw8cGeNTbfXIvw,"채널 목표:

유머와 재미를 통해 일상 속 웃음을 선사.

구독자와의 소통을 위한 다양한 커뮤니티 글.

다양한 주제를 다룬 유머글과 일상 썰을 나누는 콘텐츠 제작.

주요 콘텐츠:

유머글: 다양한 주제의 유머를 담은 글.

커뮤니티글: 구독자들과의 소통을 위한 이야기.

생활 속 에피소드: 재미있고 공감 가는 일상 썰.

연락처:

Email: [이메일 주소]

Instagram: [인스타그램 링크]

Twitter: [트위터 링크]
",1,1,1316
유머 콘텐츠,유머 팡팡,UC74O9XYVaWdDOSaMFfFse7Q,"안녕하세요! [ 유머 팡팡 ]에 오신 여러분, 환영합니다! 
여기는 웃음이 가득한 공간, 당신의 일상에 유머를 불어넣는 곳입니다. 
저희는 다양한 주제의 웃음 포인트를 모아 유쾌하고 유머러스한 콘텐츠로 여러분을 즐겁게 해드리려고 노력하고 있어요.
우리는 무엇을 추구할까요?:
[ 유머 팡팡 ]은 웃음을 통해 모든 이들에게 긍정적인 에너지를 전달하고, 일상 속에서 힐링을 제공하고자 합니다. 
여러분과 함께 웃으며 세상을 밝게 만들기 위해 최선을 다하고 있으니, 함께해주셔서 감사합니다!

우리의 콘텐츠를 놓치지 않고 받아보려면 [ 구 독 ]과 [ 알 림 설 정 ]을 부탁드립니다. 함께 웃으면서 특별한 순간들을 만들어봐요!

AICOMPANY@7FAP50
",3,3,8475
유머 콘텐츠,꿀잼유머TV,UCBGXqtO9CdZPj4gDoVxX7kA,"안녕하세요! 꿀잼유머TV에 오신 것을 환영합니다! 😊

저희 채널은 일상의 스트레스를 날려버릴 유머와 재미, 그리고 흥미로운 콘텐츠로 가득합니다. 웃음이 필요할 때, 기분 전환이 필요할 때 언제든지 찾아오세요! 😆

여기서는 최신 인터넷 밈, 웃음참기 챌린지, 장난 영상, 그리고 다양한 코미디 콘텐츠를 만나보실 수 있습니다. 매주 새로운 영상이 업로드되니 구독과 알림 설정을 통해 놓치지 말고 확인하세요! 📅

여러분의 웃음을 책임질 꿀잼유머TV! 함께 웃고 즐기며 행복한 시간을 만들어가요! 구독 버튼을 눌러 꿀잼 유머의 세계로 빠져보세요! 🎉
",530,18,36546
유머 콘텐츠,엉뚱있슈,UC2u5qg9mDlTlmVIKXcJvqqw,"민망하고 웃긴 썰만 골라 만든 1분 쇼츠 채널!  
재미있는 사투리로 각색한 황당한 일상 썰,  
누구나 공감할 레전드 상황만 모았슈.  
웃음 참기 힘들어도 책임 못 집니더!

코믹스러운 내용의 주제로 만들었어요 재미있게 시청하시면 좋겠어요!

※ 이 영상은 실제 촬영이 아닌, 생성형 AI 기술을 활용해 제작된 창작 콘텐츠입니다.
※ 이 영상들은 실제 경험이 아닌, 있을 법한 상황을 각색해 만든 창작썰입니다.

youlove6559@gmail.com
PYXBRT@AICOMPANY

",22,31,38381
유머 콘텐츠,유머스낵,UCDyb7hB6TwGxP25o9hGCqwA,"🍪 건강한 웃음을 전하는 유머스낵입니다! 🍪

※ 본 채널은 구글 애드센스 수익 창출을 하지 않습니다. ※

AICOMPANY@LNKIYD
",444000,905,1029648681
유머 콘텐츠,짧고 웃긴 세상,UC--_wiwyXPh44HQosZfoRmQ,"안녕하세요! 🤩 짧고 웃긴 세상에 오신 걸 환영합니다!
저희 채널은 여러분의 하루를 유쾌하게 만들어줄 웃음 가득한 숏츠 콘텐츠를 제공합니다. 
😄 짧지만 강렬한 웃음, 어디서도 볼 수 없는 유머 코드로 지친 일상에 활력을 드릴게요!

무심코 스크롤하다가도 ""푸하하!"" 하고 빵 터지게 만드는 재미있는 순간들을 모아두었으니, 
구독과 좋아요로 함께 웃음 여행을 떠나보세요!

📌 업로드 내용:

빵 터지는 일상 속 순간
짧고 센스 있는 유머
공감 100% 개그 상황극
웃음이 필요한 분들, 스트레스 풀고 싶은 분들 모두 모이세요! 
저희와 함께 즐겁고 가벼운 순간을 공유해요. 
여러분의 웃음이 우리의 동기부여입니다!

👉 짧고 웃긴 세상에서 웃음 챙겨가세요~

💬 피드백, 아이디어, 응원의 댓글은 언제나 환영입니다!

웃음 넘치는 콘텐츠로 곧 또 만나요! 😊
웃음을 더하고 싶다면 이곳을 방문하세요!
비즈니스 문의 : ksh3424@daum.net
MJST35@AICOMPANY
",20,34,89725
유머 콘텐츠,깃털유머,UCBtHH4sZ7t0M5UYd6vWVqTA,"어제보다 오늘 더 많이 웃으시길..😘

매주 수목금 연재중입니당..


settler44@naver.com


",679000,971,1493230114
유머 콘텐츠,부이 ai - 정보와 유머,UCxEarLc50UAZIInYvEPKbPQ,"ai 시대  ai 도구들을 활용하여 정보채널을 만들고 유머 콘텐츠를 업로드 하여 채널의 발전을 도모하고자 합니다.
AICOMPANY@I008SS",107,167,58545
유머 콘텐츠,Sok Sok FUN 타스틱(유머썰),UColdCAE9c_a2Im187ugMg-w,"""SOK SOK FUN타스틱에 오신 것을 환영합니다! 매일 일상에 FUN한 에너지를 더해주는 채널, FUN타스틱입니다! 다양한 유머 영상과 웃음 폭발 콘텐츠로 하루의 스트레스를 날려드릴게요. 세상 모든 웃음거리와 유쾌한 순간들이 여기 모여 있으니, 언제든지 놀러 오세요! 웃음과 즐거움이 가득한 세상, 지금 바로 FUN타스틱에서 시작하세요!""
WAT718@AICOMPANY",3,17,8601
유머 콘텐츠,콘텐츠제작소ㅣCONSO,UChbtqXACn1iHDN7m_oZ5HgA,"[B급청문회], [입만살아서]와 같은 웹예능, 코미디 콘텐츠를 제작합니다!
콘텐츠 제작소는 오늘도 가동 중..🏭

[비즈니스 / 협찬 문의]
e-mail : content_h@naver.com
",415000,855,268771413
유머 콘텐츠,직장인 코미디,UC4Iv5K4z-wfXE2v6BwvnElA,"🎭 [직장 코미디] – 풍자 유머 & 직장 코미디!
직장에서 황당한 상황을 겪어본 적 있나요? 평범해 보이지만 묘하게 현실을 꼬집는 이야기, 흥미롭지 않나요?
🔹 이 채널은 직장 생활, 사회, 그리고 일상 속 유쾌한 풍자와 재치 있는 이야기들을 담고 있습니다.
🔹 AI로 제작된 사실적인 3D 스타일 영상으로, 더욱 생동감 넘치는 코미디를 즐길 수 있어요!
🔹 성인 시청자를 위한 콘텐츠로, 섬세한 유머를 좋아하는 한국 시청자분들께 딱 맞는 채널입니다.
📌 새로운 영상을 놓치지 않으려면 지금 구독하세요!
Hastag
#풍자유머 #직장코미디 #AI영상 #사무실일상 #코미디채널 #일상공감 #직장인공감 #3D애니메이션 #웃긴영상 #유머콘텐츠
",34,16,60859
유머 콘텐츠,유머러니,UCNWG1TG1iSZIomJe6p-E9Ig,"비즈니스 문의: anzoo1367@gmail.com

본 채널은 **유머와 유익한 정보를 결합한 콘텐츠**를 통해 다양한 연령층이 공감하고 즐길 수 있는 공간을 제공합니다.  

📌 **중장년층을 위한 콘텐츠**  
- 직장인 및 은퇴자를 위한 **유머와 미소를 선사하는 활력소 정보**  
- 음악, 영화, 스포츠 등 다양한 **문화 및 트렌드 정보**  
- 일상에 위로가 되는 **힐링 콘텐츠**  

📌 **청년층을 위한 콘텐츠**  
- 실생활에 도움이 되는 **유용한 튜토리얼 및 가이드**  
- 현대 사회에서 꼭 필요한 **트렌드 및 정보 공유**  

🎥 주기적으로 새로운 영상이 업로드 되며, 다양한 시청자들이 함께 공감하고 소통할 수 있는 채널을 만들어 나가겠습니다.  
많은 관심과 참여 부탁드립니다. 

**구독과 좋아요**로 함께해 주세요! 😊 
",4,3,734
유머 콘텐츠,웃방TV - 웃음배달 전문 채널,UCiRZ2kSs2c3rEem9jbr-dsg,"자꾸만 생각나는 생활에 잠시나마 휴식이 될수있는 재미있는 콘텐츠를 제공하고자 동영상을 만들때 하나하나  시간을 들여 정성들여서 만들고 있습니다. 많이 봐주셔서 감사합니다. 감히 구독을 말씀드리기엔 콘텐츠가 부족한것이 많이 부탁드리는건 꿈도 꾸지 않지만 가끔 생각나실때 댓글을 남겨주시면 동영상을 만들때 많이 힘이 될것 같습니다. 오늘 하루도 화이팅입니다. 

",181,90,276495
유머 콘텐츠,AI웃긴유머,UCerKOqEFk4zcRRGh4GjY_lQ,,111000,231,79464155
유머 콘텐츠,짤공장,UC1SPxsD8y__WG9UpM_ijg-A,"🤣 세상 모든 웃긴 짤, 여기서 생산됩니다! 🤣

📢 짤공장은 최신 트렌드, 레전드 밈, 그리고 빵 터지는 영상들을 모아 가공하는 웃음 제조 공장입니다! 하루의 스트레스를 날려줄 신선한 짤과 유머 콘텐츠를 계속해서 생산해드릴게요.

✅ 이런 콘텐츠가 있어요!
✔️ 인터넷에서 핫한 밈과 짤 모음
✔️ 직접 제작한 오리지널 유머 영상
✔️ 상황별 짤 대방출
✔️ 구독자 사연 기반 밈 제작

🎬 매주 새로운 웃음 폭탄이 터집니다!
📩 협업 및 문의: yk54014@gmail.com

🤣 웃음이 필요할 땐? 짤공장 가동합니다! 🤣",43,17,37317
유머 콘텐츠,유머회장,UCxQ2KWrj7ELIv5EUShKd6hg,"재벌 회장 할아버지가 주인공인 다양한 이야기들

때론 웃기고, 때론 마음을 울리는 사연들로
여러분의 하루에 작은 여운을 더하고 싶었습니다.

모든 콘텐츠는 실제 있었던 사연과
현실 속 일화를 바탕으로,
조금의 상상력과 따뜻한 시선으로 새롭게 재구성했습니다.
진심으로 웃고, 마음으로 공감할 수 있는 이야기.
그 속에 작지만 진짜 감동을 담고 싶습니다.

재벌 회장 채널이 여러분께
가볍게 스쳐가는 웃음이 아닌,
한 번쯤 되새김질하게 되는 이야기로 남길 바라며
아직 많이 부족하지만,
더 좋은 이야기, 더 완성도 높은 콘텐츠를 위해
매일 고민하고 끊임없이 배우며 성장하겠습니다🙇‍♂️


✅사연제보와 문의 
artchoco@naver.com",11900,20,10914492
