카테고리,채널명,채널ID,설명,구독자 수,영상 수,총 조회수
Vlog,Colleen Vlogs,UCrbSjN1_5U7hqFKRA0nvFXQ,"Hello! I’m Colleen Ballinger and this is my vlog channel! Here’s a little about me - 
About 15 years ago I created a satirical character named Miranda Sings. Originally inspired by bullies I went to school with, Miranda eventually evolved into a reflection of the ignorant and entitled behavior I observed in society. Much to my surprise, Miranda inspired millions around the world to be confident in who they are and to stand up to bullying. 
I wrote, produced and starred in two seasons of the Netflix Original Series titled “Haters Back Off!”, I have a Netflix Comedy special, wrote two New York Times Best Selling books, toured the world with my one woman comedy show, and even got to star on Broadway in the musical Waitress.
Even though my life basically just consists of baking, crafting, playing with my kids, and crying a lot, I film my life almost every single day for you to enjoy. Thanks for watching! 
",2990000,1861,937207058
Vlog,MIHK VLOG,UCw-iR0BIRDtpu0JigH7-Czg,"MiHK Vlog 出無聊生活片
想睇片既你 可以笑下 輕鬆下！
快啲訂閱我地支持香港本地製作啦 

合作邀約請洽PressPlay: mihk@pressplay.cc

[ Made in Hong Kong 香港製作既分支頻道 ]

主頻道 MiHK 本地微電影 : https://www.youtube.com/channel/UC5gAPV0caVDcomQ6EzFvy1A",262000,46,42397957
Vlog,Lâm Vlog,UConnM5zwOP9vG_LPTYbRsAg,"Nhấn Đăng Ký để nhận thông báo khi kênh ra video mới nha 🎉

————————————————————————————————————————————————————————————

Kênh của mình chuyên làm các video mang tính giải trí như: Trò chơi, du lịch, review, ăn uống, chế tạo, trải nghiệm, thử nghiệm, thử thách.

→ Đăng ký kênh để ủng hộ mình làm thêm nhiều video nhé: https://goo.gl/M1x1oB (Miễn phí)

→ Facebook: https://www.facebook.com/vuhuy1990

→ Page Facebook: https://www.facebook.com/LamVlog

→ Tiktok: https://www.tiktok.com/@lamvlog

→ Liên hệ Quảng Cáo:  ChauNguyen@LamVlog.com (Mrs. Châu)",10700000,699,4247037417
Vlog,camy vlog,UCu1bU86aAq0fRuvi7GCEW_Q,カフェと暮らしと読書がすき。camyはキャミーって読みます。,245000,170,19753951
Vlog,FEDORIV VLOG,UCKk1NczxrN2YoJDvjKpKVGw,"Привіт! Це Андрій Федорів — засновник маркетингового агентства FEDORIV, підприємець і спікер. Я створюю, запускаю та розвиваю бренди й бізнеси, беру інтерв'ю у легендарних підприємців і творців, розповідаю про внутрішню кухню креативних проєктів та успішних компаній.

Це канал про бізнес, творчість і розвиток. 

Кожен випуск FEDORIV VLOG — це концентрат корисної інформації про бізнес, маркетинг, інвестиції, мистецтво та креативне мислення. Тут ви знайдете контент, що допоможе розвиватись!

А також зарядитесь енергією та натхненням для створення і розвитку власного бізнесу!  

CREATE WHATEVER!
",452000,761,44160407
Vlog,Hayes Family Vlog,UCGXMW0suZvGU0zYVaQfnmyw,"We are the Hayes Family - Ash, Zach & Malia! We use our fun videos to raise awareness for Malia’s autoimmune condition, Alopecia, while promoting the ideas of staying positive and loving yourself no matter what. 

*Although Malia can’t grow hair, she is a perfectly healthy girl otherwise*

Please visit NAAF.org to learn more about Alopecia

If you’d like to work with us please email us:
hayesfamilyvlog@gmail.com",125000,242,40122103
Vlog,Carl Moon - Vlogs,UCkIcpHGyZtp9Cdyoh5pL3Jg,"I use the LAW OF ATTRACTION to create my dream life, so SUBSCRIBE to get inspired to do the same!

In November 2018, I quit my day job as a cashier in a supermarket. Today I'm living the life I visualised some years back. Follow my videos to learn how to break free from the matrix!

Carl Runefelt website: https://carlrunefelt.com
",362000,426,71347857
Vlog,Girlys blog,UCe0X2OM65_rwTaZlUBu5ohg,"hi girlysss
wij zijn jade en gina, wij houden van 
* Beauty
* Fashion
* DIY's
* Challenges
* Bloggen en vloggen
Dat is ook wat jullie op ons youtube kanaal kunnen verwachten!
Houden jullie ook van girly dingen? Abonneer dan zeker gratis op ons youtube kanaal girlys blog : http://bit.ly/girlys_blog_YT
Elke zaterdag 10.00 uur komt er een nieuwe video online!

Willen jullie meer van ons zien? Volg ons dan ook op:
Instagram: girlys_blog 
http://instagram.com/girlys_blog

Snapchat: girlys_blog
http://snapchat.com/add/girlys_blog

XXX, Jade en Gina",398000,332,137100781
일상 브이로그,로하Roha,UCrRn4Vat9iyUGtl6jPjG3IA,"[Instagram]  
https://www.instagram.com/bemybela

[Business mail] 
 rohabear@gmail.com
  →단순 '제품 무상 제공(협찬, 브랜드 선물)' 문의는 받지 않습니다😊
",603000,284,124817316
일상 브이로그,주니의  일상 브이로그,UCCud3q9Ped_xtoNQgfKXKbg,"안녕하세요~
여행을 좋아하는 주니 입니다.
전 장애가 있죠, 지금은 전동휠체어를 타고 다닙니다.
앞으로 휠체어를 타고 다니는 여행, 일상등을 공유 할 예정 입니다~
구독, 좋아요 꾹꾹 눌러주세요~~~

",20,7,518
일상 브이로그,은찌우기 부부의 일상 브이로그,UChKIQrbogpnCHF-DJwlu9LQ,,54,58,32416
일상 브이로그,Hongyu Vlog 홍유,UC4DHlOiF05mkCIHBAONpwJA,"홍유의 소소하고 자유로운 일상 채널 🙂🎀
Hongyu's simple ordinary daily channel

💌 business email : hongyu.vlog@gmail.com
📝 instagram : @hongyu.vlog

",160000,13,7118402
일상 브이로그,Kim’s 일본 일상 vlog,UCyWH9r_JUHM2FKnVmuvSoEA,"
킴스  채널을  방문해 주셔서 감사합니다. 

저는 4인 가족으로  일본에서 시어머니와  부대끼며 살아가는 일본살이, 저의  리얼
인생 브이로그 입니다. 
많은 응원 부탁드립니다. 

 맛있는 일본 음식, 관광지, 요리도 소개합니다. 많은 응원 부탁드립니다.

Hana Kim0706@naver.com

私のチャンネルを見ていただきありがとうございます。
私は日本人の旦那と娘､今は高齢の義理の母と一緒に同居しています。
このチャンネルでは韓国と違う日本の文化や美味しい日本食､旅行､そして私の日常を紹介しています。
ありがとうございます。",26900,55,3859749
일상 브이로그,일상 브이로그,UCspUosPAYSfYIE3uJGt5APA,"구독 
좋아요
눌려 주세요~ :D
",3,1,15
일상 브이로그,일상 브이로그,UCjTs3Wwhy1vJA20Xn-BFbwQ,,0,1,46
일상 브이로그,일상 브이로그🥋🤍,UCdgfBQqivzwP_Mi31i6oVmg,,3,1,13
일상 브이로그,V윤쌤의 일상 브이로그,UCvC6IoLqE733rST0LebubFQ,"e-mail :
Ysy889989@naver.com 

50대 프리랜서 브이윤쌤의 소소한 일상스토리를 영상으로 남기고, 유튜버로도 성공하고자 시작하게 되었습니다 
부족하지만, 열심히 노력하고 성실하게 영상 올리겠습니다. [ 구독.좋아요]는 저에게 큰 힘이 됩니다. 제 영상을 보시는 모든 분들께 진심으로 감사드리며, 구독자 여러분들은 조만간  바라고 고대하던 소원 1가지 또는 평생 복.복.복 받으실겁니다^^",912,392,340426
일상 브이로그,일상브이로그,UCyN8brYxL0dFiCJ6twrLfwg,,0,5,398
일상 브이로그,류희진,UCz4yPJFDRz7dv_mrGIEWYUg,"비즈니스 메일
imzzin14@gmail.com 
",41500,59,6547936
일상 브이로그,일상브이로그,UCL2YUmrSE2fQg2nBqcPiS4g,학교브이로그랑일상보이로그할거에요!,16,6,1090
일상 브이로그,슬기 SEULKI,UC7ivwVWF0tT9T-8egmWQ2Zw,"슬기의 하루를 기록하는 채널입니다 🤗

💌 Mail : seulkiki0214@gmail.com",147000,79,19315773
일상 브이로그,일상 브이로그,UCxhpYl-obMuZ-1j-k2LMNfw,,5,2,1948
일상 브이로그,일상브이로그,UC_ygL9xMceNIrE94Cwy3x2A,당분간 쉴께요,16,3,1620
일상 브이로그,일상 브이로그,UC3iN5fHxe4yuDDi28-bV6NA,일상에 일어나는 모든 일들,7,5,197
일상 브이로그,일상브이로그!,UCd5YVVyXSB3lvEhEe8NuEzg,여러분브이로그를일주일에1번올립니다.앞으로잘부탁합니다!🥳,0,2,0
일상 브이로그,냥숲nyangsoop,UCrailkufB1aKrKc6l1osRgw,"숲, 음식 그리고 고양이와 함께하는 소소한 일상


Instagram : @nyangsoop
Email: nyangsoop.daily@gmail.com

",1190000,120,78634212
일상 브이로그,일상브이로그,UCr5wy4pvV8-yvfwYIeDsyMg,,0,1,2
일상 브이로그,일상브이로그,UCgHoW6l7GQ7JSEEZErmyXAg,,0,4,124
일상 브이로그,일상 브이로그,UCIcGXjhOtoH9oV7F6HlLugg,,16,5,327
일상 브이로그,굥나,UCCYXpT1kG-CWF2UZ_bd9oBQ,"instagram • iammmhannah ♥
공부 브이로그 채널이지만 취미 • 일상 • 제가 좋아하는 것들을 함께 담아낸 영상을 올리고 있습니당


📂 개인 비즈니스 메일 *단순 선물 제공 및 협찬 문의
iammmhannah@naver.com

📂 그룹 비즈니스 메일 *광고 건 협업 문의
*이 메일은 소속 mcn인 유니브와 제가 함께 사용하는 메일입니다
gyongna@youniv.video",52800,35,7233228
일상 브이로그,일상 브이로그,UCREfCPeHRfvbTNc8kS6Ey-w,"평범하게 살아가는 소시민입니다 
소소한 일상을
함께 나눠요",9,2,2094
일상 브이로그,일상브이로그,UC_e8KGQl0JNGgdNbKHpTskw,"자가포식(오토파지) 간헐적 단식을 4개월째 하고 있습니다. 일주일에 16-8 혹은 24로 두번 합니다. 아주 좋습니다. 식단은 평소대로 이것 저것 골고루 먹습니다. 각종 비타민 섭취중 입니다. 술은 올해들어 5번 정도 마셨구 거의 절주 상태입니다. 흡연은 타인에 의한 간접흡연만 했습니다. 유튜브는 중독상태 끊으면 되는데 쉽지않... 하ㅠㅠ... 

유튜브 세상에 대한 단순 호기심과 궁금증 해소로 시작한 제 쇼츠에 구독과 좋아요 눌러주시는 모든 분들 복 받으세요! :-) 

(2023.05.06)",49,48,35011
감성 브이로그,치타여사의 B+급 감성 브이로그,UCFZWo73ptDh3mbgNgp-97UA,청소기 돌리고 나서 들이키는 박카스 한 병 같은 컨텐츠를 만들고 싶습니다. ,4490,189,1267226
감성 브이로그,감성 브이로그 유튜버,UC1v2hUAcUy3poLW6TPqgCSA,,13,3,261
감성 브이로그,E의 감성 브이로그,UCKfuFTnz1mScr59BPcWIvfA,"딸기를 좋아하는브이로그계 12년생E입니다~
",2,2,11
감성 브이로그,슛뚜의 감성브이로그,UCE7BT09fuKm-zfVXIBrCjhw,,62,0,0
감성 브이로그,비쥬카사 BijouxCasa 집순이 일상 브이로그,UC9ak_8mBJSUcuS1acgDtXnw,"일상 브이로그 
집순이 브이로그
어설픈 요리 브이로그
플레이팅
living alone diaries 나혼산
aesthetic 감성 브이로그
홈 브이로그 
1인가구 home vlog 🍰
vivre seul
slow living
비쥬카사
",2490,26,20846
감성 브이로그,감성 브이로그,UC_LsCozPoCtVSvfi8s1bDBA,,0,1,112
감성 브이로그,인생이시트콤_고구마 VLOG,UCHYv07UtJkjSu3qDoo2he_Q,"운동하고 먹는 게 제일 좋은 평범한 직장인

기타 문의
https://cresend.me/782633 
topssi77@naver.com
개인적인 문의는 인스타 다렉
@goguma_vlog",83500,115,13932680
감성 브이로그,만나달고나  mana dalgona 강아지 감성브이로그,UC7SS_7Vo6PSUZimmG6cDIMA,"마숫가루 강아지 만나(포메라니안)과 함께 사는 아빠(몽대디), 엄마(웅맘),그리고 언니(꾸르륵언니)가 꾸며 나가는 생활밀착형
브이로그 채널입니다.  강아지와 여행을 좋아하시는 분들과 함께 하기 바라면 이 채널을 꾸며 볼까 해용.
많은 관심 부탁드리용~!!
AICOMPANY@OIDVA9
",476,329,252864
감성 브이로그,youngbuin / Germany vlog,UCVEVEZvgKDrf-d6SqwykXUw,"유럽 / 독일 일상 브이로그

Vlog in Germany
Graphic Designer / vintage collector

Healingvlog / Daily & Travel vlog in Europe


#독일일상 #힐링브이로그 #힐링여행 #유럽일상 #독일브이로그 
",9590,145,705972
감성 브이로그,말탄농부 - 산골 농부의 감성 브이로그,UC0oxPBKxYB8J0zk-81Lw8UA,,1660,243,253300
감성 브이로그,현주zutube,UCJMMSPO-0YnhxRWfGOPmqvA,"적당히 감성지고 적당히 웃긴 브이로그 맛집

Contact mail 📌 ohio511@naver.com",136000,91,8143409
감성 브이로그,브이로그올림,UCzbUsJ9gbGwgY084gYFvBNg,,3,4,96
감성 브이로그,미소miso,UCdmd8CgMCO6kxngzjTBRn0g,"✉️ miso@sandboxnetwork.net

미소 라이브 https://youtube.com/@misolive109?si=bP_e-ks9r9oHMevX",102000,518,50770448
감성 브이로그,커피브이로그감성파괴,UCL9Qvzoy_UUFd6hmm2OUgFg,자매의 먹방커피브이로그,2,1,21
감성 브이로그,이별감성 브이로그,UC3CwIkphtMo2ehiU_vsOlSw,"이별을 경험한 사람들을 찾아서 모아보았습니다
수익 창출을 위한 채널이 아닙니다

",4,15,10014
감성 브이로그,빈듈빈듈 - 부부 일상 브이로그,UC-1EnLcnC7XEFz7ROps5P-g,"비니듀리 부부의 즐거운 일상, 먹방, 여행, 다이어트 브이로그

비즈니스 문의 : bindulbindulbubu@gmail.com

#일상 #먹방 #다이어트 #여행 #부부 
",633,55,239318
감성 브이로그,밥알,UC9P5Xr8NBQ-D8wltzisahuA,"감성 브이로거 밥알이의 하루🍚


📩contact : ur.getty@gmail.com
(성형 관련 광고, 협찬은 문의 안받습니다❌)",5810,74,842707
감성 브이로그,B급감성 브이로그,UCuhkyeEFtAR_We2hCtfao_w,,1,9,399
감성 브이로그,아린 wested_arin,UCoqkR26bl8dc7C19psm6whg,𓆩♡𓆪,734000,121,44121503
감성 브이로그,감성맘의 브이로그,UC5ucvApfmHFVaCzn_C_A-eg,감성맘의  감성한 여행 육아 일상 책 이야기가 있습니다,123,12,52901
감성 브이로그,신's  감성브이로그,UCHWGkTYpgyFL-6VhqO7E4xA,,0,1,7
감성 브이로그,쏭스브이로그,UCSW9uLf4JH1-j48V289XQgQ,일상 브이로그입니다,7,6,4976
감성 브이로그,감성은 브이로그,UCqvzfhK8ASKK8H_VRzLJG2w,,494,34,75253
감성 브이로그,감성 브이로그 GAMSUNG VLOG,UC4GZ7x5yTIghDI9mYT20BVA,전세계의 모든 감성을 담았다. 감성이 0.1% 들어간 브이로그 위주로 올리는 채널,2,1,100
감성 브이로그,소소패밀리{가족감성브이로그},UCRLElrynH9_Hn7H84puo7vw,,3,1,42
자취 브이로그,hongsi 홍시,UCjZhSJP6ridQzH75e48wyIQ,일상을 (살짝) 곁들인 먹부림,590000,428,166061136
자취 브이로그,자취한 자취생,UC0R4gXavX7mbsXgI4p1shng,"🏠 어느 자취생의 집밥 기록

Insta: @jachu_han_cook",14,7,4624
자취 브이로그,자취반장,UCC4lLxNewZaghdrxcvZe1SA,삶(은 계란),5030,9,985636
자취 브이로그,자취남 김준우,UCUi_KcLGXkaEVHjSuf2fr1w,"유튜브 채널 운영은 잠시 접어둔 상태입니다!
비즈니스 문의 : officialkimjunwoo@naver.com",1000,32,562732
자취 브이로그,전지영,UC99pbf_sAvUEYfmtCAOoXfA,"항상 감사합니다 사랑합니다

인스타
https://www.instagram.com/jeon._.ji0?igshid=YzVkODRmOTdmMw%3D%3D&utm_source=qr

구독
https://www.youtube.com/channel/UC99pbf_sAvUEYfmtCAOoXfA?sub_confirmation=1

틱톡
https://www.tiktok.com/@ji_young12121

문의📨
jeungiyoung@treasurehunter.co.kr


감사합니다 (૭ ᐕ)૭",282000,296,114935919
자취 브이로그,현아ahhapppy,UCZGUUKfeWIi_jo65i5aARnA,"안녕하세요 ahhapppy 현아 입니다:)
집밥 잘 해 먹는 자취생의 기록들을 담는 채널입니다
행복한 날 보내시길 바라요 ( ˘ ³˘)♥


Hello, this is Happy HyunA:)
This channel contains the records of those who live alone.
I hope you have a happy day.


E-mail 💌 junghyeona @naver.com",15300,182,1149332
자취 브이로그,붕붕이언니의 자취 v-log,UCwdoFBjTMMcHS2VMOP0J_ag,"안녕하세요, 붕붕이언니의 좌충우돌 성장기를 담은 브이로그입니다.",2,2,505
자취 브이로그,민앵,UCNDizYLx4s8cmh5ydKnm8XA,다양한 일상 브이로그🍀😊,450,6,22446
자취 브이로그,자취하는 해달이,UCHCzM5Q07KU-QsaqWjKUxew,"물건 하나를 사더라도 대충 살 수 없는 
서울 깍쟁이 해달이의 갓생 살기 프로젝트


💌 contact : sonseaotter@gmail.com",11100,60,1498552
자취 브이로그,지현꿍,UCyG7zAV_2JlPnxhwDxZN6sA,"소소한 일상을 담고있어요 🧸🤎

📝 : jihyunnn9@gmail.com
",3000000,207,343974272
자취 브이로그,자취,UCwc2NKpa1WJA216RprjERRw,,393,13,674180
자취 브이로그,김생못,UCdvTJIM2HVmVf8RFz153BwA,"생존 유튜버
인스타 saengmojji",250000,79,95370789
자취 브이로그,은이_,UC3chChRCEj8E-ENmMy3-VGA,,55200,18,9655141
자취 브이로그,자취 브이로그 ,UClWTZt3JNYbgj5vSiKBQGPw,,3,0,0
자취 브이로그,민조엥minjoeng,UCthXFbPU6MoDG3og50NMlHg,"

민조엥minjoengみんじょん",280000,497,96063684
자취 브이로그,자취하는 시오,UCHM5mimeUImbNwJTKb-5RDQ,좋은 하루 보내세요🍀 Have a nice day :),6,4,6950
자취 브이로그,오르막길,UCGloQUvVcQ5UNMcpmyhkW_Q,"더 이상 내려갈 곳은 없다
집밥 해먹기 절약하기
불안 사회공포증 극복 하기

gydmstj@naver.com 문의




",98100,133,17680843
자취 브이로그,개횬 gaehyon,UCFCWWHCdqpm1aMuOmwQBuCw,제주도 섬 소녀의.. 서울 홀로서기 브이로그 ✌🏻,92000,140,8790150
자취 브이로그,현실자취,UColkCx00Ha6jPuAF4wcFf-g,정리하고 절약하는 자취생활,182,38,38206
자취 브이로그,밍졍 mmmingj,UC9CvTaXIgKUF-X54WMaDsxw,"혼술을 곁들인 자취 브이로그😋

💌 doochilove1@gmail.com",6910,59,411795
자취 브이로그,절약의 달인-자취린이,UCioqBNry60RpQs38YcNDGpQ,"6년 간 2억 달성한 절약의 달인 [곽지현]

",44800,91,1929472
자취 브이로그,현서,UCWmVyAcrFIDPe1fgB--bf5Q,"현서의 소소한 일상을 기록하는 공간
✉️ ibk00196@naver.com",2070,26,241737
자취 브이로그,샒의 삶Serim's life,UC0ssa8zC_3oif4iZcUe5VUg,"소소하지만 소중한 샒의 일상! 
Life Style / Beauty / Travel / DIY",413000,687,209774956
개그,뚱개그,UCR--4KOKO5tkx-l9sGxkVVw,"엉뚱한개그> 그래서 뚱 개그😍여러가지 개그
유머
짤
매일매일 1분 웃기
""여기에 올린 모든 영상속 인물은 실제 제사진으로 남녀를 만들거나  소수 AI로 생성 되었으며 ,실존
 인물과는 무관합니다..""
""여기에 올린 모든 이미지(또는 일부)는 AI로 활용해 생성 되었습니다. 실존인물및 기존 저작물과의 유사성은 의도된 것이 아닙니다.
구독 과 좋아요 
는
사랑입니다 감사합니다 
",25,72,41178
개그,개그zip,UCxcDpb9NBkp1bx8PcaEXp1g,"개그zip의 모든 영상들은 수익을 창출하지 않습니다 (영상수익창출❌)

✅더 많은 영상은 해당 원본 채널들을 방문해주시면 감사하겠습니다.

📌모든 영상은 원작자의  출처 표기가 되어있습니다.
📌모든 영상은 일부분만을 발췌하여 올린 내용이니 원작자 채널 풀영상을 꼭 추천드립니다.
📌모든 영상은 문제 발생 시 메일 주시면 바로 조치 하도록 하겠습니다
📌개그zip은 원작자의 의견을 100% 수용하겠습니다.

🟨문의 : haru_studio@naver.com 
",5370,26,33585366
개그,개그쟁이[Funnyman],UCkQD_YDhRPsf62K5soiGdEw,"KBS공채26기개그맨 김태원 개그전문채널입니다.

일거리문의는 인스타 디엠으로
보내주세요ㅎㅎㅎ

김태원 인스타
kimtaewon9002",42700,192,20289164
개그,개그우먼양귀비,UCjKYk0bQzmkS4fdkhkIy_Ow,"안녕하세요 sbs공채9기 개그우먼양귀비입니다^^
2007-2016웃찾사/모닝와이드리포터
2016-2024숲스트리머/채널A황금나침반MC
2024.11.11유튜브 생방송시작❤️
          평일 PM_12시-4시 생방송

협업문의는 인스타DM이나  메일 주세요
ygb1984@hanmail.net

컨텐츠후원:신한은행 0077497749 양귀비

",25500,9,166736
개그,개그스트라이커,UC6hit9WFhxiI8nDFwkxhM4w,,24,4,16910
개그,생활개그,UCxh9saBM3g1dwPKjVijKLnQ,"문    의 : living_gag@naver.com
인스타 : https://www.instagram.com/living__gag/
",10000,36,1481073
개그,개그우먼 뭉치,UCz5JYRO5p19dTTRXk4B-xQw,,8,15,481
개그,개그모아,UC40sCKrxXLAp_azMYtgtu0Q,"개그모아의 모든 영상들은 수익을 창출하지 않습니다 (영상수익창출❌)

✅더 많은 영상은 해당 원본 채널들을 방문해주시면 감사하겠습니다.

📌모든 영상은 원작자의  출처 표기가 되어있습니다.
📌모든 영상은 일부분만을 발췌하여 올린 내용이니 원작자 채널 풀영상을 꼭 추천드립니다.
📌모든 영상은 문제 발생 시 메일 주시면 바로 조치 하도록 하겠습니다
📌개그모아는 원작자의 의견을 100% 수용하겠습니다.

🟨문의 : haru_studio@naver.com
",14500,38,53896380
개그,에나스쿨 ENA School,UCZniutcfkGfffyL9__BXo6g,세쌍둥이엄마 개그우먼 황신영의 일상🤎,948000,894,815735737
개그,개그로GaGro,UC4vWJPc6W0gkDSWg4KICIDg,"개그로GaGro
개그+어그로=개그로

너희들이 피식이라도 웃으면
난 그걸로 됐어...❤

문의 kjh1448@naver.com",30500,156,37774866
개그,아재개그,UCW0DcqnNHlVFKHZwHrEgRiw,"힘든 하루 짧은 웃음을 드리겠습니다~

구독과 좋아요 부탁드려요~

인터넷의 유머를 각색해 만들기 때문에 이미 알고 있는 이야기일 수도 있지만 재밌게 봐주세요~
",99400,802,52956484
개그,첨단개그,UC6xzyE_vHwy2rIch26EGZJQ,"씁쓸한 첨단 개그를 보여드립니다.
비즈니스 문의 : 
advan.comedy@gmail.com

",251000,103,52937083
개그,AZ개그,UCTFzp9nlF3bZfRS9yhz957w,"모두가 유머러스 해질때까지
#아이스브레이킹 #아재개그 #유머 #드립
",2,67,429
개그,개그컨트롤,UCjwvG4A82mL4gI3l91VZPUA,"국내 킹오브 98 고수들의 관전 및 게임 컨텐츠
",2190,41,14266
개그, 개그콘서트,UCzT7nHtzVqwiarTH8sqHaJA,"전국민 웃음 대통합, 개그콘서트!

대한민국 코미디의 시발점!
대한민국 코미디의 상징!
대한민국 코미디의 미래, 개그콘서트!

매주 일요일 밤 9시 20분 KBS2TV 
",819000,4658,1832324612
개그,새마을개그,UCgaEFICRACwKucbzRoqKuaQ,"
",57500,110,46553729
개그,한국아재개그,UCrkmSXTEpnpvApfMf4N1dsg,"모두가 아재가 되는 그날 까지~
아재개그, 넌센스퀴즈

986RDF@AICOMPANY
🐶🌜♠📢♢",805,48,197698
개그,개그우먼김현정,UCm83DldgF_Zekoq0NH3Pe_Q,웃찾사 개그우먼 김현정의 블락버스터급 예능 방송!,26200,2,72624
개그,개그AI,UC6z_WlmCJ6LpWL5OZDGAXlg,"구독은 저한테 큰 힘이 됩니다❤️




shortsmusic@K3abVS
",2270,72,226365
개그,개그트립,UCna2CZdXFpBZv5RM1LMEdpQ,"개그맨들의 좌충우돌 우당탕탕 여행기🚗
사람들을 웃기고 싶은 4명의 개그맨들이 뭉쳤습니다
웃고 싶은 사람 들어와 옥께이?

매주 수요일 저녁 6:00
📧 gagtripp@gmail.com / 인스타dm

",110,12,14730
개그,개그맘,UCWjaKmTlgLRUE3o3oZtQIsA,,64700,15,6632283
개그,개그포차,UCo6DYwMc1QpgBUxcp5Mod6A,"문의
davidchan8711@gmail.com


""개그 한 잔, 웃음 한 접시. 인생은 웃어야 제맛! 🍻""



WWUXY1@AICOMPANY
",13800,44,15162014
개그,개그우먼 현정,UC2etzNvMf8kBHSoajwdtx6Q,"MBC 개그우먼 현정[박현정]의 채널입니다^^❤️

[광고문의]
hp0185884828@naver.com",9780,171,20326129
개그,아재개그의참맛,UCz3jsu6gN7TtbJI7RcRuHnQ,"""썰렁하다고? 그게 매력적이지!"" 동창회, 짭짤한 드립, 그리고 가끔씩 있는 것까지. 복고 감성이 가득한 아재개그의 진수를 맛보고 싶으신가요, 지금 바로 구독하세요!  일상 속에 있는 사람들 중에  친구, 가족과 함께 보기 좋은 깨알 재미가 있답니다. 공유하는 숏츠, 콩트 영상으로 당신의 하루에 가벼운 감사를 더 합니다.
",46,22,36997
개그,영평티비 YPTV,UC71uyaLVBWqmW5oAn1YamIA,"개그우먼 이세영의 영평티비 
放送,行事,渉外,広告,講演及び各種お問い合わせは電子メール& DM お願いします! 

mail) pese1629@gmail.com
insta) seyoung_1408",242000,156,33227676
유머,AI웃긴유머,UCerKOqEFk4zcRRGh4GjY_lQ,,110000,231,78993699
유머,펀한유머,UC1OMqL-O4qeK0OFI853ZIDQ,매일 재밌는 영상이 올라오는 FUN한유머입니다,162,21,2002
유머,유머머머,UCsabc-eDbW12SZpa1YiwegA,"재밌는 영상 많이 올릴께요
한번이라도 더 웃을 수 있길 바랍니다!

협업문의 : dhfgodpsms123@gmail.com",675000,182,11305168
유머,유머북,UC7uwCNJ6VTXxuDN9-GFfcQw,"부자되세욧💸

📚감동, 재미, 황당한 모든 사연을 다룹니다.
📢처음부터 끝까지 직접 제작합니다.
❤️구독, 좋아요 감사합니다.


",5140,33,35454602
유머,유머스낵 쇼츠,UCXmYEJeTYVRXtLLUaoY01IA,"🍪 건강한 웃음을 전하는 유머스낵 쇼츠입니다! 🍪

AICOMPANY@92NMAL",398000,1078,1522034268
유머,유머가즘,UC7AaSAgNUHSuHGPmb5DcJLQ,그대들의 지친 일상에 한줄기 쇼츠로 웃음을 드릴게요,470,58,884943
유머,유머니즘,UChgIhWsg7bcfrtnsijb-iaw,유머니즘 : 유머를 위주로 하는 사상,2660,233,1356116
유머,유머스낵,UCDyb7hB6TwGxP25o9hGCqwA,"🍪 건강한 웃음을 전하는 유머스낵입니다! 🍪

※ 본 채널은 구글 애드센스 수익 창출을 하지 않습니다. ※

AICOMPANY@LNKIYD
",444000,905,1029302621
유머,유머소개소,UCM9D_rCVfgNkSSnANoXo65A,"웃으면 복도 오고 건강도 찾아와요!
재밌는 영상 보시고 많~이 웃으시고 오래 살자구요~
구독과 좋아요 많이 눌러주세요♥
",21400,20,22970641
유머,모카유머,UCl2R8EkUmOs5-7BjLNEZZeA,수백억 할머니가 주인공으로 나오는 유머 채널입니다!,143000,133,112937294
유머,달고나유머,UCaUEhGImVOlo90Pw1uinvmA,"지친 일상에 웃음을 되찾아줄 
재미있는 유머를 영상으로 만들고 있습니다.
바삭하고 달달한 '달고나'처럼 맛있는 유머로 
하루의 활력을 충전하세요~

",40000,228,29683838
유머,유머회장,UCxQ2KWrj7ELIv5EUShKd6hg,"재벌 회장 할아버지가 주인공인 다양한 이야기들

때론 웃기고, 때론 마음을 울리는 사연들로
여러분의 하루에 작은 여운을 더하고 싶었습니다.

모든 콘텐츠는 실제 있었던 사연과
현실 속 일화를 바탕으로,
조금의 상상력과 따뜻한 시선으로 새롭게 재구성했습니다.
진심으로 웃고, 마음으로 공감할 수 있는 이야기.
그 속에 작지만 진짜 감동을 담고 싶습니다.

재벌 회장 채널이 여러분께
가볍게 스쳐가는 웃음이 아닌,
한 번쯤 되새김질하게 되는 이야기로 남길 바라며
아직 많이 부족하지만,
더 좋은 이야기, 더 완성도 높은 콘텐츠를 위해
매일 고민하고 끊임없이 배우며 성장하겠습니다🙇‍♂️


✅사연제보와 문의 
artchoco@naver.com",11600,19,10673915
유머,돌격!유머 훈련소,UCS3PsuHnvjAqUAVsviZFXcA,"형님 누님 동생님들 제 영상을 봐 주셔서 감사합니다

댓글 구독 좋아요 감사합니다
다양한 캐릭터들로 피식 웃을수 있는 유머들을 만들고 있습니다
따분한 하루에 조그마한 엔돌핀이 되고싶습니다!



happycat4196@gmail.com



",59600,92,26990730
