카테고리,채널명,채널ID,설명,구독자 수,영상 수,총 조회수
사람 블로그,사람과산재,UCl4Mdn98Fto8E53SJldmKFg,"산재보상 전문 노무법인 사람과산재 입니다.

누구나 산재는 처음입니다.
그러나 방법은 있습니다.
여러분이 포기하지 않는다면 저희도 포기하지 않습니다.

저희 법인은 20년 이상 산재보상을 진행하며
다양한 직종에서 겪는 까다로운 사건들에서 산재 인정을 받아왔습니다.

산업재해를 당한 재해자와 가족들에게 희망과 도움이 되는 강의와 정보를 보내드립니다.  
산재보상 이제 전문가와 의논하십시오.


사람과산재 홈페이지 http://www.humansanjae.com/
사람과산재 블로그 https://blog.naver.com/human_sanjae
사람과산재 대표번호 1811-6461
",3260,180,420127
코미디, 개그콘서트,UCzT7nHtzVqwiarTH8sqHaJA,"전국민 웃음 대통합, 개그콘서트!

대한민국 코미디의 시발점!
대한민국 코미디의 상징!
대한민국 코미디의 미래, 개그콘서트!

매주 일요일 밤 9시 20분 KBS2TV 
",819000,4658,1832324612
코미디,레프엣더코미디,UC-_8wjvqgQ7hvgZ70yNXX4A,"코미디는 코미디일 뿐!! 스탠드업 코미디 Stand-up Comedy 알고 웃자구요!
보고 싶은 코미디가 있다면 주저하지 말고 언제든지 영상 링크를 남기거나 인스타 dm 보내주세요 :)

🤣Taylor Tomlinson & Matt Rife🤣 맷 라이프 & 테일러 톰린슨

Instagram👇
https://www.instagram.com/laughatthecomedy/
",2940,84,3867128
코미디,코미디티 CMDT,UCUusU-Lgf8dVY_scX1SVx6Q,𝒆𝒗𝒆𝒓𝒚𝒕𝒉𝒊𝒏𝒈 𝒊𝒏 𝒄𝒐𝒎𝒆𝒅𝒚,572,71,3296049
코미디,John Mulaney - Topic,UCDorjUHVLiZ_QZvELIQTNcQ,,69700,94,18096876
코미디,코미디아나,UC4I1tfQGW_gYNIoohTgnBQw,"한국 언론 보도를 해부해 보겠습니다!
당분간은 주 5~6회씩 그날의 주요 키워드 전달해 드릴게요!
앞으로도 기획할 최근 소식과 언론 관련 내용 기대해주세요!
",1270,792,924643
코미디,화이트코미디,UCtVGlUsys6au0NbEMSGgG6g,"멀지않은 미래, 상상 속 이야기들이 눈 앞에 펼쳐진다면.. 
과연 우린 행복할까?

'하얀 컨텐츠를 제작합니다'

PD 김필용 (김기리 송필근 김용)",4110,20,248696
코미디,코미디 왕국 😂🙏,UCsB02sRGcEt3pzwudfoP1mg,저의 코미디 킹덤 비디오 채널에 오신 것을 환영합니다 😂🙏,2,5,0
코미디,Dark de Gary Comedy Club (닭대가리 코미디 클럽),UCjQ_AWLK9_Mb6fwnO8VQZBg,"닭대가리 코미디 클럽은 대한민국의 스탠드업 코미디 씬의 확산을 위해 노력하며 쑈를 선보이는 코미디 전문 회사 입니다.

DDG (Dark de Gary Comedy Club) is a company based in Seoul.
We organized Stand Up Comedy Shows.

If you are planning on coming to Korea and perform whether it be an open mic or a showcase,
Please DM us through Instagram ( https://www.instagram.com/darkdegary_comedyclub/ )


",192,83,138369
코미디,코미디티비 Comedy TV,UCHcsy2HkeLAus-43nKDm09Q,"iHQ Media Group - Official YouTube Channel

(주)iHQ 공식 유튜브 채널입니다
◆ 비즈니스 메일 : mobile@ihq.co.kr
",1070000,8833,876283176
코미디,씃다운코미디,UC5aQnAdc-B81-hzuLM_fA9A,"트리플에스 라이브 요약본은 씃다운코미디

triplessstandup@gmail.com",2210,38,507640
코미디,레전드코미디,UCk9HnCn1cJH8t7NWCRNF9-w,"무조건 웃겨드림!
*과도한 비난, 음해 및 비방성 댓글은 
삭제조치 될 수 있습니다.",15000,1,5918154
코미디,흑형코미디,UCdsOCXylXD-pUO12vMXpwog,"KSI가 유투브 활동을 복귀하긴 했지만 이것저것 잡다하게 자막합니다.
질문용 이메일:pkw061100@naver.com
가끔 스트리밍 켜서 자막도 만들고 소통도 합니다

뿌리깊은 역사를 자랑하는 번역맛집 흑형코메디 Since.2013 -자막에 날개를 달다-",83000,84,29426825
코미디,코미디테이프,UCElBd036uodA9BPgmhlcXDw,"음악 코미디 크루
- 김주환
- 정수현

📧협찬/광고/섭외 문의 :wnghksnl@gmail.com",31900,73,29828349
코미디,부산국제코미디페스티벌,UCCeI5njrCAjRgLOTSyYhXTw,"부산국제코미디페스티벌(Busan International Comedy Festival, 약칭 BICF)은 아시아최초, 최대의 국제코미디페스티벌로 2013년에 첫 발을 내디딘 후 매년 부산에서 개최되고 있습니다.",2840,536,1421963
코미디,부산코미디클럽,UCqAePH8lUfCwypIeZo4lZ7A,"부산의 서탠드업 코미디 문화를 선도하는 부산코미디컬럽입니다. 
공연 예매: https://booking.naver.com/booking/12/bizes/847563/items/6031990?preview=0
",14900,265,9163178
코미디,코미디헤이븐(ComedyHaven),UCX0QbFGX5LscgfZQCZ5qIAg,한국 웰메이드 스탠드업 코미디 모음 // 구독 & 좋아요 부탁드려요!,13500,41,2858490
코미디,서울 코미디 클럽 SEOUL COMEDY CLUB,UCpbV6ZkCQXSyUQmovY2deIg,"대한민국 코미디의 성지, 서울 코미디 클럽

국내 최초로 상설 운영되는 스탠드업 코미디 전용 극장으로, 대한민국 최고의 코미디언들이 펼치는 스탠드업 코미디의 정수
단 하나의 마이크로 관객을 사로잡는 진짜 코미디의 매력을 선사합니다.

네이버 평점 4.9점을 기록하며 관객들로부터 꾸준한 사랑을 받고 있는 
서울 코미디 클럽에서 여러분의 일상에 유쾌한 반전을 선물하세요! 

📍장소
서울 코미디 클럽 (서울특별시 종로구 종로14길 4, 2층)

🕐공연장 운영 시간 안내
수 - 금 (WED-FRI) 20:00  
토 (SAT) 14:00 
일 (SUN) 14:00 

*공연장은 공연 시작 1시간 전부터 입장 가능합니다. 
",128000,402,29188553
코미디,코미디위원회ComedyCommittee,UCy-nZHi5GefG_EZfxjelMIg,비즈니스 문의 : rhymekill@hanmail.net,330,12,53944
코미디,메타코미디클럽,UC-OcDPFxfY9Hhdf5P9zq7-A,"Metacomedy Originals
*메타코미디클럽 홍대 OPEN, 서울특별시 마포구 와우산로 76-1 2층
네이버에서 '메타코미디클럽 홍대'를 검색하세요
예약하러 가기 https://booking.naver.com/booking/12/bizes/1037135
",871000,490,786374056
코미디,코미디빅리그,UChLGxPXbXU_xIxTfTTMGn5g,"대한민국 웃음의 대세 [코미디빅리그]
대세 ‘코미디언’들의 웃음 사냥을 위한 치열한 코너 경쟁은 계속된다!  

매주 수요일 밤 10:40 tvN! 

",614000,7133,907045481
엔터테인먼트,포레스트엔터테인먼트 forestentertainment,UC8615uMtoZurzTkEzJ3khkQ,"포레스트엔터테인먼트 배우들의 소식을 전하는 곳입니다.

김리원 김민주 김형석 안다비
유이준 이신영 이인엽 이태인 
임형국 장하란 정예빈 최기범 최은경
",2880,115,532855
엔터테인먼트,베짱이엔터테인먼트,UCOpYOjsIYd26PBC2Nexr8PQ,"■대한민국 NO.1 전통민속문화 프로그램 전문 방송■ 
사대천왕, 시대의 대만신들, 만신포차, 위험한초대, 사후신당, 애동신당, 신퇴마록, 신엑소시스트, 더마스터, 고스트헌터, 최고의 점술사를 찾아라, 미스터리 서클, 신이 선택한 사람들, 점사의달인, 용감한무당들, 쌍점, 인생점집, 용한점집, 신점, 신빨쎈 무당들, 실시간생방송 등등...

문의사항 및 사연신청: mudang1234@daum.net
인스타그램: @bejjangi_ent

본 채널의 모든 영상은 저작권법에 의해 보호받으며
무단으로 재사용, 배포, 업로드 시 저작권법에 따라
처벌받을 수 있습니다.
",498000,3261,155442001
엔터테인먼트,촌장엔터테인먼트TV,UCIfadKo7fcwSfgARMTz7xzA,"【SBS 짝을 기획한 남규홍 PD가 만드는 유튜브 채널!】

안녕하세요 
촌장 엔터테인먼트 입니다
앞으로 다양한 콘텐츠 진행할 예정이니
많이들 구독해 주세요.

--------------------------------------------------------------------------------------------------------

【The YouTube channel created by producer Nam Kyu-hong who created the SBS jjac!】

Hello, This is  Chonjang Entertainment.
We are planning to proceed with various contents in the future.
Please SUBSCRIBE my channel.",322000,3816,344816669
엔터테인먼트,잼엔터테인먼트,UCzXwAmqRDiCXXclSFyxSVqw,"JAM Entertainment 공식 유튜브 채널
- 조정석, 정상훈, 장영남, 임철형, 양준모, 강홍석, 유수빈, 나현우, 이수찬",1360,26,94120
엔터테인먼트,멸치 엔터테인먼트,UC9L8oslEiEAskQNsjj17G6Q,"현존하는 가장 얇은 멸치입니다.
",168,33,21649
엔터테인먼트, 더블엑스엔터테인먼트 xxentertainment,UCPmQpfv8zIcDYm8L0_w6pBg,"Welcome to XX Entertainment Official YouTube Channel!
[Double X Entertainment Official]
▶+82.2.323.1023
▶ info@xx-ent.com 


[Connect with xxentertainment] 
▶ Official Youtube - https://www.youtube.com/xxentertainmentofficial
▶ Official Instgram - https://www.instagram.com/xx_ent
▶ Official Facebook - https://www.facebook.com/xxent.official/
▶ Official Twitter- https://twitter.com/xxent_
▶ Official V LIVE - http://channels.vlive.tv/D0B5CF
▶ Official TikTok - https://vt.tiktok.com/ZSpnMjFu/
▶ Official Site - http://xx-ent.com
▶ Official Post -  http://post.naver.com/xx-ent 
▶ Official Blog -  http://blog.naver.com/xx-ent


",114000,1083,93201793
엔터테인먼트,냠냠엔터테인먼트 YAMYAM ENTERTAINMENT,UCx_IoWPI_v4jI230YSvAHWQ,"냠냠엔터테인먼트의 공식 유튜브 채널입니다. YAMYAM Entertainment's Official YouTube Channel.

with Good Actors&Actresses,
with Good Music,
We are YAMYAM Entertainment.
",170000,128,109334739
엔터테인먼트,SOFT 엔터테인먼트,UCnYx0iDvhaJbWj-3OJhtZhQ,"고품격 EVENT PLAN, SOFT ENTERTAINMENT의 채널입니다.

홈페이지 : softenter.modoo.at
블로그 : blog.naver.com/softent
문의/상담 : 010-6294-0947, softent@naver.com",1900,547,1005286
엔터테인먼트,인사이트엔터테인먼트,UC7raS06yd7OB1Qt47NG9rxg,,7790,452,4671842
엔터테인먼트,레트로 엔터테인먼트 Retro Entertainment,UCgyKhAxeE17u9Ts6nVtS55Q,Retro Entertainment official channel,10400,555,1155265
엔터테인먼트,롯데엔터테인먼트,UCC2F35lZ0drUeMJOATXde2g,,64100,2223,204907880
엔터테인먼트,MIRAGE ENT.미라지 엔터테인먼트,UCRsCU2AXj3WR9_se7d0p_Sw,미라지 엔터테인먼트의 소식을 전해드립니다.,6770,55,931768
엔터테인먼트,사람엔터테인먼트 Official,UC6jxnV2vbbq6j5pHfsFm_fQ,"SARAM Entertainment Official YouTube Channel.
사람엔터테인먼트 소속 배우들의 일상을 기록하는 공식 채널입니다. ",58600,110,5803273
엔터테인먼트,플러스엠 엔터테인먼트,UCsLHf-l27Rb4CK-i8cmqEEw,플러스엠 엔터테인먼트 공식 유튜브 채널입니다,35800,1186,93456113
엔터테인먼트,OVUR 엔터테인먼트,UCbkM3hEU2BjJiAzXrLCphqQ,"오버 엔터테인먼트는 소속 아티스트들이 더 높은 꿈을 향하여 한계를 넘을수 있도록 지원 합니다.

브랜드모델, 운동모델, 유튜버 지원 및 섭외문의
ovur_ent@naver.com ",2470,178,528043
엔터테인먼트,빅웨일엔터테인먼트,UC-MRlbUuOGgDntBdvoCmB7A,"𝔹𝕀𝔾𝕎ℍ𝔸𝕃𝔼 𝔼ℕ𝕋𝔼ℝ𝕋𝔸𝕀ℕ𝕄𝔼ℕ𝕋 Official Youtube

#홍예지 #서재우 #박세현 #지승현 #안시하  #우정국  #안수은 #이은주 #김병춘 #정만식 #고은민  #이연경
",1620,150,552518
엔터테인먼트,Bill Entertainment [빌엔터테인먼트],UCUfFPeSvpSeGSOYQef2ueBw,Bill Entertainment OFFICIAL YOUTUBE CHANNEL,84800,291,30306587
엔터테인먼트,Do7 Entertainment 두세븐엔터테인먼트,UC41966VLprZJBpfRNh-lIGw,,22000,65,2456878
엔터테인먼트,에이엠엔터테인먼트 AM ENTERTAINMENT Official,UCu0ZDhMm2_pPTOWbod2xsqw,"에이엠엔터테인먼트의 공식 유튜브 채널입니다.
AM Entertainment Official YouTube Channel
",6490,79,2273785
엔터테인먼트,엘줄라이엔터테인먼트 L.julyent,UCc-UY_QhHOoU337Hp-ARs6A,"L.JULY Entertainment official YouTube channel
배우 고명환, 김태훈, 남중규, 류태호, 박보경, 배윤규, 백지혜, 윤주, 윤준원, 이기혁, 정순원, 진선규, 황찬성, 윤우, 홍지희, 우미화, 배우진, 김희정
",1960,173,263052
뉴스 정치,채널A News,UCfq4V1DAuaojnr2ryvWNysw,"당신의 목소리, 채널A News",3170000,133361,5847785496
뉴스 정치,채널A 뉴스TOP10,UCIIpmDPVk7nzNHEUSHmvkUg,"여러분의 저녁 파트너입니다. 월~금 오후 5시 20분~7시, 토일 오후 5시 40분~7시.",1380000,29345,1509058176
뉴스 정치,KBS뉴스 전북,UC0QmCmZuE1uQcvqHVg2OYDQ,"KBS전주방송총국 공식 뉴스 채널입니다.  
공정하고 균형 잡힌 뉴스, 지역민과 소통하며 미래 비전을 제시하는 
다양하고 역동적인 뉴스를 전해드리겠습니다.   

✅제보
📞유선전화 063-270-7400
💻이메일 jjbodo@kbs.co.kr
🔍카카오톡 채널 KBSJJ
🔗SNS https://linktr.ee/KBSJJ

또한,  KBS전주 1TV 온라인 실시간 방송은 모바일앱 🔵KBS+에서 시청할 수 있습니다.  
앞으로 보다 나은 디지털 미디어 서비스를 제공하기 위해 최선을 다하겠습니다.  
많은 관심과 애정 부탁 드립니다. 감사합니다. :)",114000,17586,98972293
뉴스 정치,뉴스타파 Newstapa,UCeFUGS2VCOb6DO3BiUgvwNA,"한국탐사저널리즘센터 뉴스타파는 99% 시민을 위한 비영리, 비당파, 독립 언론기관입니다.
뉴스답지 않은 ‘가짜 뉴스’를 ‘타파’하고, 언론 본연의 임무인 권력 감시와 진실 보도를 지향하는 ‘진짜 뉴스’를 위해 뭉쳤습니다.
",1760000,5285,592574941
뉴스 정치,WSJ News,UCMliswJ7oukCeW35GSayhRA,"WSJ News delivers the news you need, when you need it.
",588000,2800,158226511
뉴스 정치,뉴스토마토,UCYUGo6ZfQZCTMrK9rMDijNQ,"청정언론, 싱싱한 뉴스, 멀티미디어 경제매체 뉴스토마토를 만나보세요

💘💘 뉴스인싸 프라임(채널 멤버십) 가입하기
 - https://www.youtube.com/channel/UCYUGo6ZfQZCTMrK9rMDijNQ/join

🔥🔥구독자 이벤트 참여 🔥🔥
 - 실시간 채팅, 댓글 참여하고, 매일 최대 7000TTCO(7000원) 쿠폰 받자 🍅🍅 
 - https://www.tongtongmall.net/membership_num
 - 실시간 채팅: 하루 1번 참여, 2,000TTCO 지급
 - 댓글: 하루 5번 참여 1,000TTCO 지급 (하루 최대 5,000TTCO)

📺 주요 프로그램 안내

👍 박지훈의 뉴스IN사이다: AM.07.20
- 사이다처럼 톡 쏘는 시사. 매일 오전 7시20분. 박지훈 변호사가 시원하게 풀어가는 뉴스와 대담.

📡 뉴스리듬 Live: AM. 9 / PM. 12 / PM. 4.30
- 뉴스토마토 기자들이 만드는 종합뉴스. 오늘의 핫뉴스를 만나는 가장 확실한 습관.

🌐김창현의 창 : AM. 11
- 김창현 K-평화연구원장의 인터뷰 SHOW! 민주주의에 한발 더 가까이 통하는 창으로 안내한다.

⚡끝장뉴스 : PM.5
- 뉴스토마토가 선택한 오늘 가장 뜨거웠던 뉴스는? 시사ㆍ경제 뉴스를 끝까지 파헤친다!

🌏 이원재의 끝내주는 경제 🏘 : PM.5.45 
- 이원재 성공회대 연구교수가 진행하는 고품격 경제 방송.

🎯토마토Pick! : AM.6
 - 미디어토마토 콘텐츠국이 제작하는 오늘의 이슈 심층해설

📌 토마토레터브리핑: AM.6
- 미디어토마토 콘텐츠국이 제작하는 오늘의 핵심 뉴스 브리핑

🎤 말하는 기자들 : 매일 수시로  40꼭지 내외
-뉴스토마토 편집국 기자와 피디가 만드는 데일리 보도 뉴스

🌿 통통생활 생활용품 4종 구매 바로가기
https://www.tongtongmall.net/
",890000,40026,434891599
뉴스 정치,KBS사사건건,UCpVw9Y6pqUiCY0Sgc8Ae9mA,"사사건건

공영방송 KBS가 새롭게 선보이는 데일리 시사 토크 프로그램, 사사건건! 
날카로운 분석, 명쾌한 해설, 진실을 향한 거친 질문!

[여의도 사사건건]
 평론가들의 해설만으로는 현실 정치를 제대로 이해할 수 없다.
여의도 정치의 은밀한 내막, 현직 의원들이 직접 밝힌다!

[사사건건 플러스 ①, ②]
매일 쏟아지는 각종 시사 이슈, 전문 패널단이 사사건건 파헤친다!
범람하는 가짜 뉴스 속에서 진짜 팩트만을 골라 명쾌하게 해설한다!

많은 관심 부탁드립니다.",101000,4513,54678081
뉴스 정치,SBS 시사교양 라디오 - 시교라,UCLv3v82YNNsa8EsxrcPMjGQ,"SBS LOVE FM 103.5MHz 

1. 고현준의 뉴스 브리핑 
✨ 오늘 아침 꼭 알아야하는 뉴스만 골라서 알려드립니다
⏰월~금: 06:05 ~ 07:00
🌐공식홈페이지 https://programs.sbs.co.kr/radio/newsbriefing


2. 김태현의 정치쇼 
✨ 발랄한 아침 시사 토크쇼!
⏰월~금: 07:05 ~ 09:00
🌐공식 홈페이지: https://programs.sbs.co.kr/radio/lchshow

※ 유튜브 오리지널 [정치쇼 본.방.불.가]
⏰매주 목: 09:05 ~10:00 


3. 박연미의 목돈연구소
✨ 생활 밀착형 돈되는 경제 이슈 
⏰매일: 11:00 ~ 12:00
🌐공식홈페이지 https://programs.sbs.co.kr/radio/sbsbigmoney/main


4. 어예진의 방과후 목돈연구소 
✨ 장이 끝나도, 투자는 끝나지 않는다! 경제 보충학습!
⏰월~금: 16:00~17:00
🌐공식홈페이지 https://programs.sbs.co.kr/radio/afterbigmoney


5. 주영진의 뉴스직격 
✨ 뉴스는 깊이 있게, 팩트는 직격으로!
⏰월~금: 17:00~18:00
🌐공식홈페이지 https://programs.sbs.co.kr/radio/lovefmjyj


",659000,12519,357036764
뉴스 정치,시사IN(시사인),UCaVuYo_tiiNzTSmlnM-A2kQ,"더 나은 세상을 만드는 저널리즘, 
시사IN이 만든 라이브 방송 
시사IN 유튜브 편성 안내

🔴 [월~목 오후 5시] 김은지의 뉴스IN 
김은지 정치팀장이 정치 현안을 샅샅이 훑어드리겠습니다. 

●시사IN 홈페이지 https://www.sisain.co.kr/
○시사IN 구독 https://subscribe.sisain.co.kr/
○시사IN 후원 https://support.sisain.co.kr
○시사IN 후원 계좌 하나은행 109-910017-83704 ㈜참언론
○시사IN paypal http://paypal.me/sisain
● 광고 문의 webmaster@sisain.co.kr

",633000,2969,163652314
뉴스 정치,오마이TV,UClAfLVQYZSLrMAQQ_SXPVZw,"채널에 가입하여 혜택을 누려보세요.
https://www.youtube.com/channel/UClAfLVQYZSLrMAQQ_SXPVZw/join
",2460000,56352,2935790988
뉴스 정치,포항MBC NEWS,UCdcyo5bb--gqMzT95Yu1eXw,"경북동해안 유일의 신뢰받는 방송 포항MBC입니다. 
포항, 경주, 울진, 영덕, 울릉의 다양한 소식을 전해드립니다.

퍼뜩 구독 눌러주이소 (제발요...🙏)

",50900,37594,33675657
뉴스 정치,Arirang News,UCzznO4xSV8BKnUBPyswtCUw,"Arirang NEWS delivers the latest news on National/Politics, North Korea, Economy, IT/Science, Foreign Policy, World, Life/Culture of the Korea.

아리랑의 대표 뉴스 프로그램인 ""아리랑 뉴스""는 객관적이고 심도있는 논평을 통한 국내외 뉴스를 전 세계에 보도합니다.
 
     
📣 Facebook : https://www.facebook.com/arirangtvnews
📣 Twitter : https://twitter.com/arirangtvnews
📣 Homepage : https://arirang.com/
    
ⓒ The Korea International Broadcasting Foundation All Rights Reserved
",732000,163272,335793601
뉴스 정치,KBS뉴스강릉,UCrcBahZFDvKXtKnvLqY6C1Q,"지역 시청자와 함께 하는 KBS강릉 

제보전화 033-640-7400",13100,8786,12961021
뉴스 정치,MBC 라디오 시사,UCTTmtS2ljy1vyl_s-d_LEHQ,김종배의 시선집중 / 권순표의 뉴스하이킥 / 정치人싸  / 주말 김치형의 뉴스 하이킥 / 성지영의 뉴스바사삭,1710000,25550,1812495922
뉴스 정치,박재홍의 한판승부,UCV9gIwasozKlwz5U2Sa2q6g,"CBS 라디오 '박재홍의 한판승부' 공식채널입니다.
(월~금 저녁 6:00-7:30  / 98.1MHz, 레인보우앱, 유튜브)
",880000,14001,614116460
뉴스 정치,Guardian News,UCIRYBXDze5krPDzAEOxFGVA,"The Guardian News channel brings you live streams, breaking news and explainer videos so you can understand what’s happening, as it’s happening.

The Guardian has been providing high-impact, independent journalism since 1821, always free from commercial and political influence. Help sustain our future by making a contribution today  ► https://bit.ly/3k6jYYo

The Guardian YouTube network:

The Guardian ► www.youtube.com/theguardian
It's Complicated ► https://bit.ly/ItsComplicatedSubs
Guardian Australia ► http://bit.ly/gdnaustraliasubs
Guardian Football ► http://is.gd/guardianfootball
Guardian Sport ► http://bit.ly/GDNsport

",3880000,19741,3338909184
뉴스 정치,뉴스TVCHOSUN,UCWlV3Lz_55UaX4JsMj-z__Q,TV조선 뉴스 공식 YouTube 입니다.,2820000,140990,3951951539
뉴스 정치,NATO News,UC3z9S2WXr6BRZm5bAU3DS6Q,"NATO's News channel on YouTube hosts all the Official NATO Press Conferences and Speeches. 
Subscribe to be notified as soon as the videos are published!",91600,1340,16102403
뉴스 정치,CBS 김현정의 뉴스쇼,UC4Aa3OPkMenwTANpf0oWVRQ,"김현정의 뉴스쇼는 정치 사회의 주요 인사는 물론, 화제의 인물을 실시간으로 연결합니다

여러분의 소중한 제보를 받습니다
잘 알려지지 않았지만 꼭 다뤄져야 할 중요한 사안이 있을 경우
메일, 문자 또는 레인보우 게시판을 통해 제보해 주세요
 
프로그램 아이템으로 적합한 경우, 검토 이후 방송에 반영하겠습니다



▣ 제보 및 의견
◇ 문자: #1212
◇ 뉴스쇼 제보 이메일: cbsnewsshow@gmail.com
◇ 댓꿀쇼 관련 이메일: newsshow.cbs@gmail.com

▣ 방송 안내
뉴스쇼 채널 | CBS FM 98.1
뉴스쇼 라이브 방송 | 매주 월~금 오전 7:10~9:00
댓꿀쇼 라이브 방송 | 화·목·금 주 3회, 본방송 이후 9시",1570000,18530,1217599101
뉴스 정치,뉴스정치,UCe2tgS-bwRwqehQ3UNeTJZw,"Korea's  news channel 

24시간 생방송 한국 뉴스.
긴급특보, 생방송 오늘아침, 아침뉴스, 최신 뉴스/속보 . 자주 찿아주시고 구독과 좋아요 많이 눌러주세요!!
구독하기 : https://goo.gl/wTq1Ps",11,203,3503
노하우 스타일,스타일그래퍼,UCC3SQ_q_MCO65DcbNS58qCQ,"힙스터만 화보 찍으란 법은 없잖아?!
평범한 사람들의 추구미를 실현해 주는 스타일그래퍼.
다른 관점, 좋은 것을 주려는 진정성이 사람들을 모읍니다.

인스타 @stylegrapher_official 
홈페이지 www.stylegrapher.com

✔️상담문의
카카오채널 - 스타일그래퍼
",2790,85,106510
노하우 스타일,Stylisoo 스타일리수,UCFreft8zFyGUrGuGUWjEitw,"Hi!
I'm Soojin Lee and I make beauty, fashion, and lifestyle videos!
안녕하세요!
저는 '스타일리수' 라는 채널을 운영하고있는 이수진입니다!
뷰티, 패션, 일상 관련 영상을 제작하고 있으며, 현재 18살 대학생입니다!
많은 관심 부탁드립니다 ㅎㅎ",1740,10,174504
노하우 스타일,Style Library,UC0WPxEq48rSsFrKzaWbDJGg,"자신만의 스타일을 만드는 방법
지식을 더해 감각을 키우기
기회를 만드는 자기관리 노하우
",17,15,5210
노하우 스타일,인생차트,UCs1CwvCAGYnlnfJUJ2lIG0w,인생은 차트 같더라.,25,28,2961
노하우 스타일,Hong's MakeuPlay 홍이모,UCW67yGQxNNMnLqRHyaTjygA,"안녕하세요 메이크업 아티스트 홍현정입니다!
쎌럽들의 원조 메이크업아티스트 홍언니가 알려주는 뷰티 노하우와 튜토리얼을 확인해보세요!

Welcome to Hong’s MakeuPlay!
I’m Hong, Pro makeup Artist from Seoul, S.Korea.
Check out my K-celebrities’ make-up tutorials and beauty tips!

*비즈니스 문의:  Hongsmakeuplay@gmail.com
*인스타그램: www.instagram.com/hongsmakeuplay
*홈페이지: www.honghyunjeong.com

*Business Enquires: Hongsmakeuplayl@gmail.com
*Instagram: www.instagram.com/hongsmakeuplay
*Website: www.honghyunjeong.com",351000,726,99413011
노하우 스타일,스타트업 투자 파이터 - 스투파,UCmMQsGM2uBygZhwZl-zv47A,"스타트업과 관련된 최신 이슈와 투자 동향, 창업 노하우를 알려드리는 새로운 스타일의 동영상 매거진

- 이슈 파이터 : 스타트업 업계의 주요 이슈를 인사이트와 의문을 가지고 풀어보는 코너
- 창업 파이터 : 새로운 사업모델과 아이템으로 세상을 혁신하려는 유망 스타트업 창업자를 초대해 날카롭게 질문하는 코너
- AC/VC 파이터 : 스타트업 육성 및 투자 전문 엑셀러레이터와 벤처캐피탈 경영진을 초대해 질문하고 답변하는 코너
",3690,237,398180
노하우 스타일,쩜장님ㆍjanglim,UCUBbKdUc7DqodCtcw7FxaoQ,"🔸테일러링 하우스 페리쉬 20년 운영
🔸시드니 강남 시청 상해 홍콩 베이징 마닐라 직영운영
🔸어디서든 들어본적 없는 사업 노하우",323,41,224488
노하우 스타일,케이스타일리스트,UCr8yEe7dnD0TXmQVCGDsFUw,"안녕하세요 스타일리스트 케이입니다!!!

제 채널은 명품이나 아이템 하울 하는 목적이 아니라

옷 잘 입는 방법, 노하우, 디테일등 

스타일링에 대한 전반적인 꿀팁 드리는 채널이예요~

그럼 재밌게 보시고 많은 꿀팁 얻어 가셨으면 좋겠습니다^^

항상 건강 하세요~!!!",40400,216,6802198
노하우 스타일,살림스타일,UCH7gKzVHUGt043hRMgkU9mw,,7,8,14237
노하우 스타일,정진 원장 TV,UC-f5-mNz6H3l2y0XwDFLz3Q,"얼굴형, 모발량, 모질상태, 라이프스타일에 따라 성형컷 전문.

30년 노하우로 연구로 다수의 창작 퍼머 개발

매니아 고객층 만드는 비결 전수.

✅네이버 블로그 주소
http://naver.me/xN9DABxX

✅인스타그램 주소
https://Instagram.com/hairdresser.j.j",347,59,49299
노하우 스타일,태진쌤 스타일,UCmvaQGYmCEMQNXlQKEitmhA,"[청담동 출신 쌀롱 경력 20년 이상의 노하우를 보여드리는 쌀롱워크 채널] 

보브컷 , 레이어드컷 , 단발컷 , 숏컷 , 중년머리스타일 전문가

청담브랜드 유명 헤어샵 전직원 교육 실장을 보낸 후
개인 쌀롱을 운영하며 그동안 쌓아 왔던 실력을 보여드리고 알려드릴 수 있도록 
미용인 여러분들께 도움이되는 교육 영상과 그리고 
고객과의 상담을 통한 모발에 따른 시술법과 시술 영상도 꾸준히 업대이트 할 예정입니다
많은 관심 부탁 드립니다^^

예약문의 010 6256 2896

프롬에이헤어 마곡점

마곡나루역 <9호선 (급행) , 공항철도> 2번 출구 앞
",15200,238,2884053
노하우 스타일,하진 tv 소소한 수치,UCQfQJtb2Xfqel8rzbqCFlrA,"♥모두 피부 건강하게 살아요♥
하진tv 인플루언서 김하진 입니다
뷰티크리에이터로 활동할수있는건 구독자 여러분들의 응원의 힘!입니다 
즐겁고 재미있는모든걸 함께하길 기도합니다 진심으로 감사드립니다♥♥♥
뷰티
스킨케어
다이어트
쉽게하는 홈케어
소소한 생활
소소한 수치 
주름많고 잡티많은저이지만 집에서 관리하는스킨케어  조금씩 구독자분들과 함께하려합니다 힘과 용기 많은사랑 부탁드립니다 모두 행복속에 건강한 삶이 가정에 함께하시기를 기도합니다 감사합니다
비지니스 문의
인스타 khjjj503
이메일kmjjj0145@naver.com
부탁드립니다

톡khjjj7777

https://youtube.com/channel/UCrfLsKkmnkg4OUG60gRtzDg

집에서 홈케어즐기기#뷰티#천연화장품만들기#천연오일#노하우#스타일#회사집밥#하진이#수치즐기기#행복즐기기#함께해요#+중년피부관리#안티에이징#",212000,1159,27834479
